column_name,missing_count,missing_pct
incremento_actividad_siguiente_periodo,2019,10.02
reportes_lag_1w,1128,5.6
reportes_media_4w_previa,1128,5.6
provincia_id,0,0.0
report_type_id,0,0.0
report_week_start,0,0.0
reportes_semana,0,0.0
